"Date","Price","Open","High","Low","Vol.","Change %"
"16/03/2022","31,258.8","30,121.5","31,851.0","29,828.6","1.22K","3.79%"
"15/03/2022","30,117.0","30,500.4","30,585.9","29,312.9","0.60K","-1.26%"
"14/03/2022","30,500.4","28,984.3","30,653.4","28,844.7","0.67K","5.23%"
"13/03/2022","28,984.3","29,773.7","30,145.0","28,848.9","0.42K","-2.65%"
"12/03/2022","29,773.7","29,732.6","30,210.7","29,689.9","0.31K","0.14%"
"11/03/2022","29,732.6","30,111.2","30,660.3","29,223.7","0.82K","-1.26%"
"10/03/2022","30,111.2","31,784.7","31,895.8","29,391.8","1.05K","-5.27%"
"09/03/2022","31,784.7","29,588.5","32,337.9","29,500.0","1.17K","7.42%"
"08/03/2022","29,588.5","29,089.0","29,955.8","28,919.5","0.94K","1.72%"
"07/03/2022","29,089.0","29,988.3","30,100.0","28,379.7","1.03K","0.00%"
"06/03/2022","29,090.4","29,789.0","30,000.0","28,842.2","0.65K","-2.35%"
"05/03/2022","29,789.0","31,109.6","31,361.5","29,206.1","0.39K","-4.61%"
"04/03/2022","31,229.3","32,887.3","32,897.4","29,188.3","0.91K","-1.88%"
"03/03/2022","31,828.5","32,808.1","32,956.9","31,351.5","0.58K","-2.99%"
"02/03/2022","32,808.1","33,321.1","33,913.3","32,499.4","0.82K","-1.54%"
"01/03/2022","33,321.1","32,186.9","33,501.5","31,990.8","0.92K","3.52%"
"28/02/2022","32,186.9","28,220.1","32,904.2","28,020.0","1.07K","14.06%"
"27/02/2022","28,220.1","29,180.1","29,720.1","27,775.8","0.60K","-3.29%"
"26/02/2022","29,180.1","29,232.9","29,883.4","28,788.7","0.33K","-0.18%"
"25/02/2022","29,232.9","28,653.5","29,615.8","28,410.9","0.64K","2.02%"
"24/02/2022","28,653.5","27,469.9","29,713.9","25,443.2","1.91K","4.31%"
"23/02/2022","27,469.9","28,123.1","28,837.8","27,369.9","0.89K","-2.32%"
"22/02/2022","28,123.1","27,249.6","28,255.4","26,785.2","1.00K","3.21%"
"21/02/2022","27,249.6","28,250.8","28,976.5","27,111.2","1.11K","-3.54%"
"20/02/2022","28,250.8","29,531.6","29,556.2","28,005.1","0.52K","-4.34%"
"19/02/2022","29,531.6","29,456.4","29,776.7","29,197.1","0.27K","0.26%"
"18/02/2022","29,456.4","29,806.3","30,119.0","29,068.1","0.76K","-1.17%"
"17/02/2022","29,806.3","32,321.0","32,534.7","29,480.0","1.04K","-7.78%"
"16/02/2022","32,321.0","32,888.1","32,923.6","31,976.7","0.43K","-1.72%"
"15/02/2022","32,888.1","31,474.8","33,051.6","31,384.1","0.70K","4.49%"
"14/02/2022","31,474.8","31,023.3","31,677.9","30,722.4","0.70K","1.46%"
"13/02/2022","31,023.3","31,171.8","31,560.4","30,917.5","0.40K","-0.48%"
"12/02/2022","31,171.8","31,283.0","31,752.2","30,843.5","0.39K","-0.36%"
"11/02/2022","31,283.0","32,143.8","32,355.0","31,016.6","0.85K","-2.68%"
"10/02/2022","32,143.8","32,829.3","33,568.7","31,989.9","1.10K","-2.09%"
"09/02/2022","32,829.3","32,565.2","33,128.7","31,858.8","0.62K","0.81%"
"08/02/2022","32,565.2","32,416.8","33,622.0","31,535.6","1.01K","0.46%"
"07/02/2022","32,416.8","31,369.2","32,936.0","30,836.5","1.11K","3.34%"
"06/02/2022","31,369.2","30,639.8","31,505.7","30,430.3","0.48K","2.38%"
"05/02/2022","30,639.8","30,708.1","30,986.2","30,254.6","0.57K","-0.22%"
"04/02/2022","30,708.1","27,436.2","30,813.2","27,248.9","1.06K","11.83%"
"03/02/2022","27,458.6","27,236.4","27,458.6","26,649.8","0.68K","0.82%"
"02/02/2022","27,236.4","28,644.6","28,765.9","27,026.4","0.82K","-4.92%"
"01/02/2022","28,644.6","28,602.1","29,036.3","28,188.2","0.89K","0.08%"
"31/01/2022","28,623.1","28,346.7","28,777.2","27,382.1","1.05K","1.03%"
"30/01/2022","28,330.2","28,559.5","28,682.3","27,970.5","0.55K","-0.80%"
"29/01/2022","28,559.5","28,187.8","28,935.8","27,904.4","0.65K","1.29%"
"28/01/2022","28,196.1","27,784.1","28,370.5","27,053.0","0.99K","1.48%"
"27/01/2022","27,784.1","27,364.8","27,807.4","26,469.2","1.20K","1.53%"
"26/01/2022","27,364.8","27,388.6","28,834.3","26,941.5","1.85K","-0.09%"
"25/01/2022","27,388.6","27,222.8","27,817.5","26,512.8","1.24K","0.61%"
"24/01/2022","27,222.8","26,785.3","27,830.8","24,459.8","2.72K","1.63%"
"23/01/2022","26,785.3","25,942.7","26,967.4","25,632.0","1.36K","3.27%"
"22/01/2022","25,937.7","26,934.6","27,219.7","25,151.2","2.06K","-3.73%"
"21/01/2022","26,943.8","29,944.2","30,290.3","26,200.6","2.21K","-10.12%"
"20/01/2022","29,976.4","30,633.9","31,873.0","29,857.9","0.70K","-2.18%"
"19/01/2022","30,644.5","31,171.8","31,273.8","30,276.5","0.53K","-1.66%"
"18/01/2022","31,163.3","30,964.6","31,434.9","30,401.3","0.48K","0.64%"
"17/01/2022","30,966.3","31,531.3","31,624.8","30,486.1","0.41K","-1.79%"
"16/01/2022","31,531.3","31,539.1","31,816.3","31,179.7","0.26K","0.01%"
"15/01/2022","31,526.9","31,510.5","32,063.9","31,155.0","0.29K","0.03%"
"14/01/2022","31,516.5","31,059.8","31,780.0","30,468.6","0.54K","1.38%"
"13/01/2022","31,087.8","32,076.7","32,382.8","30,888.0","0.52K","-3.11%"
"12/01/2022","32,087.3","31,369.9","32,375.4","31,156.8","0.75K","2.28%"
"11/01/2022","31,373.2","30,813.9","31,673.8","30,423.3","0.87K","1.82%"
"10/01/2022","30,813.9","30,869.4","31,156.1","29,302.5","1.06K","-0.17%"
"09/01/2022","30,865.3","30,737.9","31,600.0","30,414.0","0.55K","0.36%"
"08/01/2022","30,753.5","30,603.6","31,200.0","29,918.3","0.78K","0.54%"
"07/01/2022","30,588.8","31,865.5","31,911.0","29,995.2","1.36K","-4.05%"
"06/01/2022","31,880.4","32,076.8","32,351.1","31,406.7","0.99K","-0.59%"
"05/01/2022","32,069.3","33,881.9","34,761.6","31,357.0","0.97K","-5.36%"
"04/01/2022","33,887.2","34,468.7","35,130.0","33,679.6","0.45K","-1.66%"
"03/01/2022","34,458.0","34,990.5","35,232.8","33,939.6","0.45K","-1.58%"
"02/01/2022","35,011.9","35,346.4","35,506.3","34,533.8","0.34K","-0.95%"
"01/01/2022","35,349.0","34,219.8","35,481.2","34,219.8","0.24K","3.27%"
"31/12/2021","34,229.4","34,940.2","35,964.9","33,770.4","0.57K","-2.05%"
"30/12/2021","34,945.0","34,428.1","35,540.6","34,071.6","0.51K","1.46%"
"29/12/2021","34,441.2","35,421.7","35,883.1","34,170.9","0.55K","-2.75%"
"28/12/2021","35,415.2","37,747.0","37,752.6","35,260.1","0.66K","-6.17%"
"27/12/2021","37,743.6","37,913.1","38,738.1","37,683.3","0.33K","-0.45%"
"26/12/2021","37,913.1","37,654.8","38,283.4","36,980.0","0.27K","0.65%"
"25/12/2021","37,669.3","37,949.1","38,235.5","37,523.2","0.19K","-0.69%"
"24/12/2021","37,931.5","37,894.8","38,721.9","37,641.4","0.52K","0.10%"
"23/12/2021","37,894.8","36,418.8","38,299.5","35,938.2","0.44K","4.08%"
"22/12/2021","36,409.8","36,873.1","37,382.7","36,351.0","0.34K","-1.29%"
"21/12/2021","36,885.9","35,512.4","37,230.0","35,318.2","0.44K","3.85%"
"20/12/2021","35,518.6","35,316.6","35,974.6","34,435.0","0.54K","0.57%"
"19/12/2021","35,316.6","35,398.8","36,462.1","35,097.8","0.34K","-0.23%"
"18/12/2021","35,396.4","34,866.6","35,764.0","34,421.4","0.34K","1.52%"
"17/12/2021","34,867.4","35,749.7","36,033.6","34,287.4","0.60K","-2.45%"
"16/12/2021","35,743.3","36,875.1","37,264.1","35,682.6","0.50K","-3.05%"
"15/12/2021","36,865.9","36,562.1","37,361.5","35,230.2","0.71K","0.83%"
"14/12/2021","36,562.1","35,377.0","36,803.6","35,081.4","0.59K","3.31%"
"13/12/2021","35,389.5","37,785.3","37,894.5","34,614.8","0.93K","-6.37%"
"12/12/2021","37,795.8","37,243.6","38,273.9","36,685.5","0.43K","1.58%"
"11/12/2021","37,208.5","35,582.9","37,327.5","35,297.3","0.43K","4.54%"
"10/12/2021","35,592.7","35,987.2","37,834.6","35,400.0","0.79K","-1.13%"
"09/12/2021","35,999.6","38,226.1","38,476.9","35,833.8","0.77K","-5.82%"
"08/12/2021","38,226.1","38,233.2","38,826.4","36,919.6","0.55K","-0.02%"
"07/12/2021","38,233.2","38,072.2","39,299.0","37,820.0","0.65K","0.37%"
"06/12/2021","38,090.8","37,430.4","38,448.1","35,634.0","0.82K","1.83%"
"05/12/2021","37,404.6","37,330.9","37,714.8","36,235.7","0.72K","0.17%"
"04/12/2021","37,340.5","40,607.5","40,785.4","32,158.4","2.20K","-8.18%"
"03/12/2021","40,665.8","42,503.1","43,356.6","39,202.7","0.78K","-4.33%"
"02/12/2021","42,504.4","43,106.4","43,240.0","41,996.1","0.42K","-1.41%"
"01/12/2021","43,113.1","42,857.3","44,343.9","42,528.7","0.57K","0.68%"
"30/11/2021","42,823.3","43,416.1","44,342.0","42,019.8","0.63K","-1.37%"
"29/11/2021","43,416.1","42,992.1","44,275.2","42,535.1","0.44K","0.98%"
"28/11/2021","42,994.0","41,180.2","43,095.4","40,079.9","0.41K","4.39%"
"27/11/2021","41,187.3","40,362.6","41,599.9","40,267.0","0.35K","1.98%"
"26/11/2021","40,385.9","44,329.4","44,500.0","40,186.8","1.17K","-8.86%"
"25/11/2021","44,313.4","42,914.8","44,641.4","42,773.3","0.42K","3.26%"
"24/11/2021","42,914.8","43,077.7","43,151.1","41,918.3","0.47K","-0.38%"
"23/11/2021","43,077.7","42,055.7","43,272.3","41,444.1","0.52K","2.43%"
"22/11/2021","42,055.7","43,764.1","44,291.7","41,605.3","0.77K","-3.90%"
"21/11/2021","43,764.1","44,563.1","44,776.5","43,690.5","0.28K","-1.79%"
"20/11/2021","44,563.1","43,310.9","44,650.9","42,847.1","0.37K","2.87%"
"19/11/2021","43,319.4","42,225.6","43,427.6","41,312.0","0.81K","2.58%"
"18/11/2021","42,229.5","44,848.7","45,300.2","41,923.0","1.02K","-5.87%"
"17/11/2021","44,863.3","44,861.0","45,273.5","43,572.7","0.79K","-0.06%"
"16/11/2021","44,891.3","47,474.6","47,474.6","43,652.8","1.40K","-5.43%"
"15/11/2021","47,471.3","48,932.6","49,499.6","47,311.2","0.53K","-2.99%"
"14/11/2021","48,933.5","48,104.9","48,976.3","47,521.1","0.34K","1.74%"
"13/11/2021","48,097.8","47,848.4","48,530.5","47,322.1","0.24K","0.50%"
"12/11/2021","47,857.2","48,511.0","49,011.8","46,479.1","0.70K","-1.38%"
"11/11/2021","48,528.4","48,421.3","49,043.4","47,845.3","0.54K","0.16%"
"10/11/2021","48,452.5","49,385.3","51,000.0","47,095.5","1.06K","-1.89%"
"09/11/2021","49,385.3","49,792.0","50,545.5","48,917.4","0.70K","-0.82%"
"08/11/2021","49,791.5","46,959.1","49,980.0","46,959.1","0.87K","6.03%"
"07/11/2021","46,959.1","45,659.3","46,970.0","45,569.0","0.36K","2.85%"
"06/11/2021","45,657.0","45,263.1","45,699.7","44,642.7","0.37K","0.87%"
"05/11/2021","45,263.1","45,508.3","46,419.7","45,100.0","0.47K","-0.54%"
"04/11/2021","45,509.9","45,958.3","46,168.6","45,029.8","0.51K","-0.98%"
"03/11/2021","45,958.3","46,471.6","46,691.5","44,331.7","0.82K","-1.11%"
"02/11/2021","46,472.9","44,640.4","47,198.4","44,435.8","0.91K","4.06%"
"01/11/2021","44,660.5","44,868.5","45,759.3","43,522.9","0.91K","-0.46%"
"31/10/2021","44,867.5","45,301.3","45,700.0","43,953.9","0.69K","-0.98%"
"30/10/2021","45,311.0","45,491.6","45,568.6","44,472.0","0.53K","-0.40%"
"29/10/2021","45,491.1","43,922.6","46,017.2","43,665.2","0.97K","3.53%"
"28/10/2021","43,938.4","42,614.5","45,287.7","41,969.0","1.05K","3.11%"
"27/10/2021","42,614.5","43,843.9","44,658.4","42,246.3","1.26K","-2.76%"
"26/10/2021","43,823.3","45,855.1","45,989.4","43,500.3","0.64K","-4.43%"
"25/10/2021","45,855.1","44,240.1","46,300.0","44,055.7","0.67K","3.65%"
"24/10/2021","44,240.1","44,599.3","44,729.4","43,333.4","0.48K","-0.83%"
"23/10/2021","44,611.2","44,131.9","44,874.2","43,409.0","0.44K","1.09%"
"22/10/2021","44,131.9","45,125.6","46,226.7","43,676.8","1.02K","-2.20%"
"21/10/2021","45,125.6","47,704.6","48,325.6","44,917.1","1.23K","-5.41%"
"20/10/2021","47,704.6","46,604.0","48,426.5","46,034.1","0.97K","2.37%"
"19/10/2021","46,599.6","45,190.4","46,729.7","44,481.1","0.96K","3.12%"
"18/10/2021","45,190.4","44,723.4","45,567.5","43,670.0","0.80K","1.04%"
"17/10/2021","44,723.4","44,139.5","44,827.9","42,990.4","0.64K","1.32%"
"16/10/2021","44,139.5","44,812.1","45,231.7","43,560.9","0.49K","-1.50%"
"15/10/2021","44,812.1","41,932.3","45,642.1","41,572.1","1.26K","6.87%"
"14/10/2021","41,932.3","41,961.8","42,799.8","41,503.0","0.61K","-0.08%"
"13/10/2021","41,964.3","41,230.8","42,251.4","39,849.8","0.73K","1.78%"
"12/10/2021","41,230.8","42,328.3","42,454.4","39,694.4","0.84K","-2.60%"
"11/10/2021","42,330.2","40,200.2","42,500.0","39,992.2","0.85K","5.30%"
"10/10/2021","40,200.2","40,382.9","41,417.8","39,800.0","0.61K","-0.45%"
"09/10/2021","40,382.9","39,650.1","40,745.0","39,450.0","0.47K","1.89%"
"08/10/2021","39,632.2","39,480.4","41,195.1","39,425.1","0.70K","0.42%"
"07/10/2021","39,468.1","40,694.8","40,700.0","39,187.6","0.93K","-3.01%"
"06/10/2021","40,694.8","37,783.5","41,000.0","37,200.1","1.63K","7.72%"
"05/10/2021","37,778.8","36,182.9","38,079.0","36,016.1","0.91K","4.40%"
"04/10/2021","36,186.0","35,566.8","36,369.1","34,500.0","0.72K","1.73%"
"03/10/2021","35,570.1","35,220.8","36,326.9","34,815.0","0.56K","0.99%"
"02/10/2021","35,220.8","35,530.2","35,699.5","35,004.5","0.50K","-0.87%"
"01/10/2021","35,530.2","32,546.6","35,800.8","32,180.0","1.01K","9.19%"
"30/09/2021","32,540.5","30,934.4","32,737.8","30,850.2","0.60K","5.19%"
"29/09/2021","30,934.4","30,307.5","31,577.6","30,119.5","0.45K","2.07%"
"28/09/2021","30,307.5","30,775.7","31,396.7","30,211.4","0.79K","-1.58%"
"27/09/2021","30,792.5","31,635.8","32,429.4","30,743.6","0.88K","-2.67%"
"26/09/2021","31,635.8","31,273.8","32,150.6","29,923.1","0.72K","1.14%"
"25/09/2021","31,278.3","31,345.7","31,467.9","30,500.0","0.46K","-0.24%"
"24/09/2021","31,352.2","32,720.1","32,958.9","29,812.9","1.32K","-4.18%"
"23/09/2021","32,720.1","32,030.3","32,789.0","31,655.2","0.88K","2.16%"
"22/09/2021","32,029.8","29,814.1","32,236.0","29,716.8","1.50K","7.43%"
"21/09/2021","29,814.1","31,508.7","31,933.4","29,009.5","2.27K","-5.39%"
"20/09/2021","31,513.8","34,417.7","34,495.0","31,100.0","2.83K","-8.44%"
"19/09/2021","34,417.7","35,147.3","35,205.0","34,138.4","0.53K","-2.09%"
"18/09/2021","35,151.0","34,430.0","35,525.0","34,275.0","0.64K","2.09%"
"17/09/2021","34,430.0","34,613.9","34,892.6","34,043.6","0.59K","-0.53%"
"16/09/2021","34,613.9","34,772.4","35,105.0","34,100.0","0.76K","-0.46%"
"15/09/2021","34,772.4","34,167.6","35,037.1","33,834.9","0.66K","1.77%"
"14/09/2021","34,167.6","32,500.5","34,252.0","32,328.4","0.79K","5.13%"
"13/09/2021","32,500.5","33,292.3","33,889.1","31,418.1","1.43K","-2.38%"
"12/09/2021","33,292.1","32,719.2","33,598.1","32,427.4","0.56K","1.81%"
"11/09/2021","32,701.6","32,442.5","33,304.3","32,375.3","0.59K","0.79%"
"10/09/2021","32,446.7","33,544.3","34,015.8","31,941.0","1.30K","-3.27%"
"09/09/2021","33,544.3","33,475.6","34,232.2","33,024.0","1.31K","0.20%"
"08/09/2021","33,475.8","34,080.3","34,398.4","32,320.6","2.10K","-1.69%"
"07/09/2021","34,051.9","38,095.1","38,254.9","31,307.3","2.75K","-10.61%"
"06/09/2021","38,095.1","37,366.3","38,170.5","36,868.8","0.88K","1.94%"
"05/09/2021","37,371.0","36,053.3","37,444.4","35,738.5","0.89K","3.65%"
"04/09/2021","36,053.3","36,097.8","36,501.7","35,700.0","1.08K","-0.12%"
"03/09/2021","36,098.3","35,619.9","36,827.4","34,962.0","1.25K","1.33%"
"02/09/2021","35,623.1","35,464.3","36,555.3","35,313.9","1.11K","0.35%"
"01/09/2021","35,497.5","34,263.6","35,624.4","33,865.6","1.13K","3.60%"
"31/08/2021","34,263.6","34,150.1","34,999.9","33,956.4","0.81K","0.28%"
"30/08/2021","34,167.0","35,473.7","35,545.0","34,078.0","0.66K","-3.68%"
"29/08/2021","35,473.7","35,548.0","36,075.2","34,746.1","0.49K","-0.21%"
"28/08/2021","35,548.0","35,674.4","35,822.7","35,173.7","0.37K","-0.35%"
"27/08/2021","35,674.4","34,190.4","35,762.4","33,870.0","0.69K","4.28%"
"26/08/2021","34,209.2","35,621.7","35,879.2","33,719.3","1.02K","-3.97%"
"25/08/2021","35,621.7","34,778.5","35,810.0","34,364.1","0.79K","2.42%"
"24/08/2021","34,778.5","36,114.5","36,375.0","34,712.0","1.27K","-3.70%"
"23/08/2021","36,114.5","36,119.8","36,988.4","35,767.7","0.73K","-0.01%"
"22/08/2021","36,119.8","35,755.1","36,306.3","35,280.0","0.40K","1.02%"
"21/08/2021","35,753.8","36,041.5","36,371.5","35,345.0","0.51K","-0.80%"
"20/08/2021","36,041.5","34,237.9","36,048.6","33,835.6","0.72K","5.23%"
"19/08/2021","34,249.1","32,536.8","34,430.0","32,037.4","0.99K","5.27%"
"18/08/2021","32,533.4","32,531.1","33,433.3","32,200.1","1.00K","0.01%"
"17/08/2021","32,531.1","33,170.0","34,155.0","32,364.8","1.13K","-1.96%"
"16/08/2021","33,181.7","33,878.7","34,580.0","33,002.5","0.71K","-2.06%"
"15/08/2021","33,878.7","33,947.4","34,144.5","32,822.0","0.96K","-0.25%"
"14/08/2021","33,962.8","34,398.0","34,613.3","33,155.5","0.86K","-1.27%"
"13/08/2021","34,398.0","32,115.9","34,470.0","31,984.4","1.44K","7.11%"
"12/08/2021","32,115.9","32,861.8","33,330.4","31,624.2","1.57K","-2.33%"
"11/08/2021","32,881.7","32,938.3","33,744.2","32,768.2","1.01K","-0.17%"
"10/08/2021","32,938.3","33,314.6","33,600.0","32,269.3","0.86K","-1.17%"
"09/08/2021","33,327.6","31,216.5","33,450.0","30,694.7","1.28K","6.76%"
"08/08/2021","31,216.5","31,910.0","32,432.4","28,929.7","1.57K","-2.14%"
"07/08/2021","31,899.1","30,784.9","32,157.9","30,569.2","1.32K","3.62%"
"06/08/2021","30,784.9","29,277.9","31,208.4","28,609.0","1.52K","5.15%"
"05/08/2021","29,277.9","28,610.5","29,681.4","26,863.7","1.82K","2.33%"
"04/08/2021","28,610.5","27,440.0","28,776.0","26,929.4","1.05K","4.27%"
"03/08/2021","27,440.0","28,186.0","28,620.0","27,043.4","1.25K","-2.65%"
"02/08/2021","28,186.0","28,716.2","29,079.6","27,858.6","1.49K","-1.81%"
"01/08/2021","28,705.0","29,564.2","30,310.1","28,415.5","1.17K","-2.94%"
"31/07/2021","29,573.1","30,175.0","30,291.5","29,250.0","0.78K","-2.03%"
"30/07/2021","30,185.6","28,668.0","30,250.0","27,417.8","1.77K","5.31%"
"29/07/2021","28,663.5","28,759.1","29,120.0","28,195.0","1.08K","-0.36%"
"28/07/2021","28,765.8","28,421.5","29,485.6","27,949.8","2.33K","1.20%"
"27/07/2021","28,425.2","26,958.7","28,493.4","26,337.2","1.91K","5.44%"
"26/07/2021","26,958.7","25,734.2","29,351.1","25,598.2","3.42K","4.76%"
"25/07/2021","25,734.2","25,029.0","25,745.0","24,670.0","0.75K","4.47%"
"24/07/2021","24,632.9","24,450.0","24,788.7","24,270.7","0.81K","0.81%"
"23/07/2021","24,435.0","23,440.0","24,435.0","23,229.4","0.73K","4.22%"
"22/07/2021","23,446.7","23,421.7","23,705.0","23,056.0","0.57K","0.11%"
"21/07/2021","23,421.7","21,849.2","23,905.0","21,653.6","1.35K","7.20%"
"20/07/2021","21,849.2","22,546.9","22,700.0","21,467.2","1.07K","-3.09%"
"19/07/2021","22,546.9","23,094.5","23,182.8","22,250.0","0.84K","-2.37%"
"18/07/2021","23,094.5","22,913.6","23,550.0","22,628.1","0.50K","0.80%"
"17/07/2021","22,910.9","22,790.4","23,213.8","22,650.0","0.57K","0.49%"
"16/07/2021","22,798.4","23,048.5","23,390.9","22,466.6","0.74K","-1.01%"
"15/07/2021","23,031.4","23,681.4","23,968.1","22,550.0","0.91K","-2.74%"
"14/07/2021","23,681.4","23,703.0","23,892.9","22,819.3","0.87K","-0.09%"
"13/07/2021","23,703.0","23,850.0","24,070.0","23,307.4","0.73K","-0.66%"
"12/07/2021","23,859.7","24,655.5","24,970.1","23,531.1","0.68K","-3.16%"
"11/07/2021","24,637.6","24,170.6","24,897.8","24,027.1","0.47K","1.91%"
"10/07/2021","24,175.5","24,342.0","24,655.9","23,825.0","0.52K","-0.67%"
"09/07/2021","24,338.7","23,813.5","24,540.0","23,438.9","0.97K","2.12%"
"08/07/2021","23,832.7","24,547.8","24,585.0","23,342.6","1.30K","-2.90%"
"07/07/2021","24,544.0","24,800.8","25,350.0","24,504.2","0.81K","-0.80%"
"06/07/2021","24,741.2","24,324.1","24,909.2","24,324.1","0.87K","1.64%"
"05/07/2021","24,342.9","25,511.6","25,511.6","24,297.5","0.81K","-4.58%"
"04/07/2021","25,511.6","25,637.4","25,665.6","25,511.6","0.55K","1.67%"
"03/07/2021","25,093.2","24,424.8","25,093.2","24,373.7","0.43K","2.72%"
"02/07/2021","24,428.2","24,358.1","24,540.7","24,021.0","0.75K","0.24%"
"01/07/2021","24,370.4","25,353.9","25,353.9","24,098.8","1.01K","-3.81%"
"30/06/2021","25,336.9","25,923.8","25,923.8","25,256.3","1.31K","-2.26%"
"29/06/2021","25,923.8","24,856.0","25,923.8","24,856.0","1.20K","4.33%"
"28/06/2021","24,847.6","24,981.9","24,981.9","24,541.3","1.26K","-0.37%"
"27/06/2021","24,941.0","23,272.0","24,941.0","23,272.0","1.20K","7.13%"
"26/06/2021","23,281.4","22,779.0","23,281.4","22,485.7","1.66K","2.21%"
"25/06/2021","22,779.0","24,893.3","25,150.0","22,779.0","1.33K","-8.52%"
"24/06/2021","24,900.0","24,121.8","24,900.0","23,826.9","1.05K","3.23%"
"23/06/2021","24,121.8","23,310.0","24,530.0","23,310.0","1.96K","3.48%"
"22/06/2021","23,310.0","22,705.3","23,616.3","22,705.3","5.16K","2.60%"
"21/06/2021","22,720.0","25,804.5","25,804.5","22,720.0","4.36K","-11.95%"
"20/06/2021","25,802.3","25,780.0","25,802.3","25,450.0","1.46K","0.05%"
"19/06/2021","25,790.0","25,971.5","26,200.4","25,790.0","0.79K","-0.68%"
"18/06/2021","25,966.0","27,338.0","27,338.0","25,966.0","1.19K","-4.92%"
"17/06/2021","27,309.2","27,418.2","28,165.6","27,309.2","0.85K","-0.40%"
"16/06/2021","27,418.2","28,545.5","28,622.1","27,418.2","1.17K","-4.05%"
"15/06/2021","28,574.5","28,733.5","28,733.5","28,416.2","1.11K","-0.51%"
"14/06/2021","28,720.4","27,650.3","28,758.1","27,650.3","1.58K","3.87%"
"13/06/2021","27,650.3","25,220.0","27,650.3","25,220.0","1.37K","9.68%"
"12/06/2021","25,210.0","26,490.0","26,490.0","24,977.5","1.19K","-4.82%"
"11/06/2021","26,486.6","25,913.3","26,486.6","25,907.4","0.91K","2.22%"
"10/06/2021","25,912.4","26,500.9","26,500.9","25,847.4","1.23K","-2.25%"
"09/06/2021","26,510.0","23,606.3","26,510.0","23,398.2","1.78K","12.28%"
"08/06/2021","23,610.9","23,691.1","23,691.1","23,220.3","2.27K","-0.43%"
"07/06/2021","23,712.5","25,287.9","25,518.0","23,712.5","1.37K","-6.22%"
"06/06/2021","25,285.6","25,163.3","25,412.6","25,163.3","0.78K","0.50%"
"05/06/2021","25,159.3","26,108.7","26,574.8","25,159.3","1.31K","-3.70%"
"04/06/2021","26,126.8","27,800.9","27,800.9","26,050.0","1.06K","-5.98%"
"03/06/2021","27,790.0","26,530.7","27,790.0","26,530.7","0.88K","4.75%"
"02/06/2021","26,530.7","25,911.9","26,770.0","25,779.6","0.72K","2.36%"
"01/06/2021","25,919.6","26,200.0","26,200.0","25,372.6","0.99K","-1.09%"
"31/05/2021","26,206.0","25,151.4","26,206.0","24,455.6","1.24K","4.15%"
"30/05/2021","25,160.9","24,468.7","25,301.9","24,468.7","1.00K","2.89%"
"29/05/2021","24,455.0","25,172.0","25,961.6","24,368.7","2.05K","-2.89%"
"28/05/2021","25,183.7","27,168.4","27,168.4","25,183.7","2.94K","-7.24%"
"27/05/2021","27,150.0","27,842.0","27,924.9","26,610.0","1.25K","-2.49%"
"26/05/2021","27,842.0","27,128.2","27,842.0","27,000.7","2.22K","2.55%"
"25/05/2021","27,150.8","27,502.2","27,502.2","26,613.7","2.27K","-1.41%"
"24/05/2021","27,540.0","24,603.0","27,540.0","24,603.0","3.67K","12.18%"
"23/05/2021","24,549.1","26,555.0","26,555.0","24,132.1","5.88K","-7.66%"
"22/05/2021","26,585.5","26,438.7","27,050.4","25,972.9","2.64K","0.54%"
"21/05/2021","26,443.7","28,668.4","29,112.2","26,443.7","7.45K","-7.86%"
"20/05/2021","28,699.2","26,089.8","28,699.2","26,089.8","6.91K","10.17%"
"19/05/2021","26,049.8","30,239.0","30,239.0","26,049.8","7.61K","-13.85%"
"18/05/2021","30,239.0","30,720.0","31,766.0","30,166.0","1.56K","-1.51%"
"17/05/2021","30,701.7","32,931.4","32,931.4","30,701.7","3.40K","-6.78%"
"16/05/2021","32,934.8","33,331.9","34,828.0","32,470.0","2.35K","-1.26%"
"15/05/2021","33,353.4","35,395.4","35,917.4","33,353.4","1.37K","-5.77%"
"14/05/2021","35,395.4","35,396.1","36,072.4","35,395.4","1.22K","-0.05%"
"13/05/2021","35,413.5","35,070.0","35,966.1","35,070.0","2.91K","0.53%"
"12/05/2021","35,228.1","40,134.0","40,491.5","35,228.1","1.47K","-12.22%"
"11/05/2021","40,134.0","39,538.6","40,134.0","38,927.3","0.93K","1.48%"
"10/05/2021","39,549.3","41,633.2","41,633.2","39,549.3","1.29K","-4.98%"
"09/05/2021","41,620.5","42,253.1","42,253.1","41,566.8","0.76K","-1.51%"
"08/05/2021","42,259.6","41,065.7","42,259.6","41,065.7","0.90K","2.92%"
"07/05/2021","41,058.6","40,623.2","41,058.6","40,623.2","0.79K","1.08%"
"06/05/2021","40,620.9","41,352.7","41,352.7","40,620.9","1.04K","-1.77%"
"05/05/2021","41,352.7","38,200.0","41,352.7","38,200.0","1.01K","7.66%"
"04/05/2021","38,410.0","41,137.4","41,137.4","38,410.0","1.32K","-6.66%"
"03/05/2021","41,149.9","40,973.9","41,614.9","40,973.9","0.87K","0.41%"
"02/05/2021","40,981.2","41,916.3","41,916.3","40,981.2","0.55K","-2.22%"
"01/05/2021","41,911.6","41,907.7","41,911.6","41,787.2","0.73K","0.01%"
"30/04/2021","41,906.6","38,449.2","41,906.6","38,449.2","0.96K","8.99%"
